import_country,export_country,unknown1,trade,trade_prime,dist1,dist2,dist3,dist4,dist5,dist6,border,r_and_d,human_capital,density,labor,wage,common_language,both_in_EU,both_in_EFTA,distance,edu_year
10,10,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.13
10,11,90,-5.037,-4.396,0,0,0,0,0,1,0,1.722,0.037,0.55,1.208,0.05,0,0,0,6.137,9.47
10,12,90,-4.31,-7.525,0,0,1,0,0,0,0,-0.47,0.037,0.644,-1.322,0.206,0,1,0,0.81,9.47
10,13,90,-8.426,-9.21,0,0,0,0,0,1,0,-3.837,0.015,-2.729,-2.731,-0.435,0,0,0,11.516,9.27
10,14,90,-6.653,-7.892,0,0,1,0,0,0,0,-2.062,0.012,-2.683,-2.381,0.293,0,0,0,1.252,9.24
10,15,90,-6.845,-7.954,0,0,1,0,0,0,0,-4.194,-0.337,-0.58,-1.662,-1.181,0,1,0,1.164,6.52
10,16,90,-4.576,-4.73,0,0,1,0,0,0,0,-1.674,0.061,-0.91,-0.501,-0.273,0,1,0,0.856,9.7
10,17,90,-5.336,-6.184,0,0,1,0,0,0,0,-0.769,0.054,-2.31,-1.659,0.256,0,0,0,1.233,9.64
10,18,90,-4.018,-4.524,0,0,1,0,0,0,0,1.161,-0.071,0.202,0.193,-0.01,0,1,0,0.897,8.5
10,19,90,-4.301,-3.994,0,0,0,0,1,0,0,3.111,0.281,-1.969,1.66,0.301,0,0,0,4.831,12.09
11,1,90,-6.362,-7.126,0,0,0,0,1,0,0,-3.351,-0.083,-5.009,-2.265,-0.24,0,0,0,4.924,8.72
11,2,90,-8.213,-9.885,0,0,0,0,1,0,0,-3.672,-0.1,-1.286,-3.061,-0.104,0,0,0,5.687,8.57
11,3,90,-7.412,-12.282,0,0,0,0,1,0,0,-2.805,-0.013,-0.032,-2.935,0.165,0,0,0,5.887,9.35
11,4,90,-6.359,-7.844,0,0,0,0,0,1,0,-2.119,0.052,-4.828,-1.776,0.119,0,0,0,6.429,9.98
11,5,90,-7.739,-10.121,0,0,0,0,1,0,0,-3.891,-0.315,-1.022,-3.308,0.032,0,0,0,5.416,6.91
11,6,90,-8.758,-9.904,0,0,0,0,1,0,0,-3.854,0.134,-3.111,-3.419,0.271,0,0,0,4.873,10.83
11,7,90,-6.33,-7.384,0,0,0,0,0,1,0,-0.811,0.007,-1.164,-1.102,0.17,0,0,0,6.052,9.54
11,8,90,-5.385,-6.207,0,0,0,0,1,0,0,-0.393,0.087,-0.268,-0.935,0.219,0,0,0,5.558,10.33
11,9,90,-10.698,-12.533,0,0,0,0,1,0,0,-6.252,-0.12,-1.466,-3.007,-0.664,0,0,0,5.919,8.4
11,10,90,-6.368,-7.009,0,0,0,0,0,1,0,-1.722,-0.037,-0.55,-1.208,-0.05,0,0,0,6.137,9.13
11,11,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.47
11,12,90,-8.002,-11.858,0,0,0,0,1,0,0,-2.192,0,0.094,-2.53,0.156,0,0,0,5.789,9.47
11,13,90,-7.578,-9.004,0,0,0,0,1,0,0,-5.559,-0.021,-3.28,-3.939,-0.485,0,0,0,5.741,9.27
11,14,90,-8.459,-10.339,0,0,0,0,1,0,0,-3.784,-0.025,-3.233,-3.589,0.243,0,0,0,5.238,9.24
11,15,90,-10.112,-11.862,0,0,0,0,0,1,0,-5.916,-0.373,-1.13,-2.87,-1.231,0,0,0,6.94,6.52
11,16,90,-8.374,-9.169,0,0,0,0,0,1,0,-3.396,0.024,-1.46,-1.709,-0.323,0,0,0,6.703,9.7
11,17,90,-7.617,-9.106,0,0,0,0,1,0,0,-2.491,0.018,-2.86,-2.867,0.206,0,0,0,5.09,9.64
11,18,90,-6.215,-7.362,0,0,0,0,1,0,0,-0.561,-0.108,-0.349,-1.015,-0.06,0,0,0,5.956,8.5
11,19,90,-4.046,-4.38,0,0,0,0,0,1,0,1.39,0.244,-2.519,0.452,0.251,0,0,0,6.314,12.09
12,1,90,-5.841,-2.749,0,0,0,0,0,1,0,-1.159,-0.083,-5.103,0.264,-0.396,0,0,0,10.334,8.72
12,2,90,-3.897,-1.713,0,1,0,0,0,0,0,-1.48,-0.1,-1.379,-0.531,-0.259,0,0,0,0.583,8.57
12,3,90,-1.299,-2.313,1,0,0,0,0,0,1,-0.614,-0.013,-0.126,-0.406,0.01,0,1,0,0.106,9.35
12,4,90,-4.434,-2.063,0,0,0,0,1,0,0,0.073,0.052,-4.921,0.754,-0.036,0,0,0,3.508,9.98
12,5,90,-3.727,-2.254,0,1,0,0,0,0,0,-1.7,-0.315,-1.115,-0.778,-0.124,0,1,0,0.386,6.91
12,6,90,-3.97,-1.261,0,0,1,0,0,0,0,-1.663,0.134,-3.205,-0.889,0.115,0,0,0,0.936,10.83
12,7,90,-1.804,0.998,1,0,0,0,0,0,0,1.381,0.007,-1.257,1.427,0.014,0,1,0,0.266,9.54
12,8,90,-0.597,2.437,1,0,0,0,0,0,1,1.799,0.087,-0.362,1.595,0.064,0,1,0,0.358,10.33
12,9,90,-5.771,-3.75,0,0,1,0,0,0,0,-4.06,-0.12,-1.559,-0.478,-0.819,0,1,0,1.344,8.4
12,10,90,-2.497,0.718,0,0,1,0,0,0,0,0.47,-0.037,-0.644,1.322,-0.206,0,1,0,0.81,9.13
12,11,90,-2.72,1.136,0,0,0,0,1,0,0,2.192,0,-0.094,2.53,-0.156,0,0,0,5.789,9.47
12,12,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.47
12,13,90,-7.291,-4.861,0,0,0,0,0,1,0,-3.367,-0.021,-3.373,-1.409,-0.641,0,0,0,11.53,9.27
12,14,90,-3.6,-1.624,0,1,0,0,0,0,0,-1.592,-0.025,-3.327,-1.06,0.087,0,0,0,0.57,9.24
12,15,90,-4.315,-2.209,0,0,1,0,0,0,0,-3.724,-0.373,-1.224,-0.341,-1.386,0,1,0,1.156,6.52
12,16,90,-3.414,-0.353,0,0,1,0,0,0,0,-1.204,0.024,-1.553,0.82,-0.478,0,1,0,0.918,9.7
12,17,90,-3.137,-0.77,0,1,0,0,0,0,0,-0.299,0.018,-2.954,-0.337,0.05,0,0,0,0.703,9.64
12,18,90,-1.689,1.02,1,0,0,0,0,0,0,1.631,-0.108,-0.442,1.515,-0.215,0,1,0,0.221,8.5
12,19,90,-1.849,1.673,0,0,0,0,1,0,0,3.581,0.244,-2.613,2.981,0.096,0,0,0,4.119,12.09
13,1,90,-2.166,-1.505,0,0,1,0,0,0,0,2.208,-0.061,-1.73,1.674,0.245,1,0,0,1.443,8.72
13,2,90,-6.212,-6.458,0,0,0,0,0,1,0,1.887,-0.079,1.994,0.878,0.381,0,0,0,11.276,8.57
13,3,90,-5.598,-9.043,0,0,0,0,0,1,0,2.754,0.009,3.247,1.004,0.651,0,0,0,11.626,9.35
13,4,90,-4.676,-4.735,0,0,0,0,0,1,0,3.44,0.074,-1.548,2.163,0.605,1,0,0,8.994,9.98
13,5,90,-6.004,-6.962,0,0,0,0,0,1,0,1.668,-0.294,2.258,0.631,0.517,0,0,0,11.152,6.91
13,6,90,-5.749,-5.469,0,0,0,0,0,1,0,1.705,0.156,0.168,0.52,0.756,0,0,0,10.604,10.83
13,7,90,-4.531,-4.159,0,0,0,0,0,1,0,4.748,0.029,2.116,2.836,0.655,0,0,0,11.791,9.54
13,8,90,-3.675,-3.071,0,0,0,0,0,1,0,5.166,0.108,3.011,3.004,0.704,0,0,0,11.266,10.33
13,9,90,-7.956,-8.366,0,0,0,0,0,1,0,-0.693,-0.099,1.814,0.931,-0.179,0,0,0,10.887,8.4
13,10,90,-4.335,-3.551,0,0,0,0,0,1,0,3.837,-0.015,2.729,2.731,0.435,0,0,0,11.516,9.13
13,11,90,-2.384,-0.959,0,0,0,0,1,0,0,5.559,0.021,3.28,3.939,0.485,0,0,0,5.741,9.47
13,12,90,-5.088,-7.518,0,0,0,0,0,1,0,3.367,0.021,3.373,1.409,0.641,0,0,0,11.53,9.47
13,13,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.27
13,14,90,-5.33,-5.784,0,0,0,0,0,1,0,1.775,-0.003,0.046,0.35,0.728,0,0,0,10.971,9.24
13,15,90,-7.349,-7.673,0,0,0,0,0,1,0,-0.357,-0.352,2.149,1.069,-0.746,0,0,0,12.168,6.52
13,16,90,-6.285,-5.654,0,0,0,0,0,1,0,2.163,0.045,1.82,2.229,0.162,0,0,0,12.338,9.7
13,17,90,-4.285,-4.348,0,0,0,0,0,1,0,3.068,0.039,0.42,1.072,0.691,0,0,0,10.829,9.64
13,18,90,-2.822,-2.544,0,0,0,0,0,1,0,4.999,-0.087,2.931,2.924,0.425,1,0,0,11.682,8.5
13,19,90,-2.339,-1.247,0,0,0,0,0,1,0,6.949,0.266,0.76,4.391,0.736,1,0,0,8.347,12.09
14,1,90,-8.018,-6.902,0,0,0,0,0,1,0,0.433,-0.058,-1.776,1.324,-0.483,0,0,0,9.927,8.72
14,2,90,-4.762,-4.554,0,0,1,0,0,0,0,0.112,-0.075,1.948,0.529,-0.347,0,0,1,0.842,8.57
14,3,90,-3.971,-6.96,0,1,0,0,0,0,0,0.979,0.012,3.201,0.654,-0.077,0,0,0,0.675,9.35
14,4,90,-5.386,-4.991,0,0,0,0,1,0,0,1.665,0.077,-1.594,1.813,-0.124,0,0,0,3.486,9.98
14,5,90,-2.838,-3.341,1,0,0,0,0,0,0,-0.107,-0.291,2.212,0.281,-0.211,0,0,0,0.299,6.91
14,6,90,-3.581,-2.847,0,1,0,0,0,0,0,-0.07,0.159,0.122,0.17,0.028,0,0,1,0.491,10.83
14,7,90,-3.446,-2.621,0,0,1,0,0,0,0,2.973,0.032,2.07,2.487,-0.073,0,0,0,0.836,9.54
14,8,90,-2.096,-1.038,0,1,0,0,0,0,0,3.392,0.112,2.965,2.654,-0.024,0,0,0,0.523,10.33
14,9,90,-6.667,-6.622,0,0,0,1,0,0,0,-2.468,-0.095,1.768,0.582,-0.907,0,0,0,1.619,8.4
14,10,90,-3.612,-2.373,0,0,1,0,0,0,0,2.062,-0.012,2.683,2.381,-0.293,0,0,0,1.252,9.13
14,11,90,-3.436,-1.556,0,0,0,0,1,0,0,3.784,0.025,3.233,3.589,-0.243,0,0,0,5.238,9.47
14,12,90,-3.485,-5.461,0,1,0,0,0,0,0,1.592,0.025,3.327,1.06,-0.087,0,0,0,0.57,9.47
14,13,90,-9.243,-8.789,0,0,0,0,0,1,0,-1.775,0.003,-0.046,-0.35,-0.728,0,0,0,10.971,9.27
14,14,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.24
14,15,90,-4.787,-4.657,0,0,0,1,0,0,0,-2.132,-0.349,2.103,0.719,-1.474,0,0,0,1.703,6.52
14,16,90,-4.638,-3.553,0,0,1,0,0,0,0,0.388,0.049,1.774,1.88,-0.566,0,0,0,1.484,9.7
14,17,90,-1.989,-1.598,1,0,0,0,0,0,1,1.293,0.042,0.373,0.722,-0.037,0,0,1,0.259,9.64
14,18,90,-2.533,-1.8,0,1,0,0,0,0,0,3.224,-0.083,2.885,2.574,-0.303,0,0,0,0.718,8.5
14,19,90,-2.817,-1.271,0,0,0,0,1,0,0,5.174,0.269,0.714,4.041,0.008,0,0,0,4.05,12.09
15,1,90,-7.049,-6.064,0,0,0,0,0,1,0,2.565,0.291,-3.879,0.605,0.991,0,0,0,11.221,8.72
15,2,90,-5.103,-5.025,0,0,1,0,0,0,0,2.244,0.273,-0.156,-0.19,1.127,0,0,0,1.429,8.57
15,3,90,-3.522,-6.642,0,0,1,0,0,0,0,3.11,0.361,1.098,-0.065,1.396,0,1,0,1.064,9.35
15,4,90,-5.773,-5.508,0,0,0,0,1,0,0,3.797,0.426,-3.697,1.094,1.35,0,0,0,3.358,9.98
15,5,90,-5.139,-5.772,0,0,0,1,0,0,0,2.024,0.058,0.109,-0.438,1.263,0,1,0,1.539,6.91
15,6,90,-5.059,-4.455,0,0,0,1,0,0,0,2.061,0.507,-1.981,-0.548,1.502,0,0,0,2.089,10.83
15,7,90,-2.417,-1.721,0,0,1,0,0,0,0,5.105,0.381,-0.034,1.768,1.401,0,1,0,0.902,9.54
15,8,90,-2.138,-1.21,0,0,1,0,0,0,0,5.523,0.46,0.862,1.936,1.45,0,1,0,1.435,10.33
15,9,90,-7.415,-7.5,0,0,0,1,0,0,0,-0.336,0.253,-0.336,-0.137,0.567,0,1,0,1.773,8.4
15,10,90,-2.531,-1.422,0,0,1,0,0,0,0,4.194,0.337,0.58,1.662,1.181,0,1,0,1.164,9.13
15,11,90,-4.101,-2.351,0,0,0,0,0,1,0,5.916,0.373,1.13,2.87,1.231,0,0,0,6.94,9.47
15,12,90,-3.305,-5.41,0,0,1,0,0,0,0,3.724,0.373,1.224,0.341,1.386,0,1,0,1.156,9.47
15,13,90,-7.492,-7.168,0,0,0,0,0,1,0,0.357,0.352,-2.149,-1.069,0.746,0,0,0,12.168,9.27
15,14,90,-4.981,-5.111,0,0,0,1,0,0,0,2.132,0.349,-2.103,-0.719,1.474,0,0,0,1.703,9.24
15,15,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.52
15,16,90,-2.206,-1.251,1,0,0,0,0,0,1,2.52,0.397,-0.33,1.161,0.908,0,1,0,0.311,9.7
15,17,90,-4.447,-4.186,0,0,0,1,0,0,0,3.425,0.391,-1.73,0.003,1.437,0,0,0,1.86,9.64
15,18,90,-2.772,-2.169,0,0,1,0,0,0,0,5.355,0.265,0.781,1.855,1.171,0,1,0,0.985,8.5
15,19,90,-3.888,-2.472,0,0,0,0,1,0,0,7.305,0.618,-1.389,3.322,1.482,0,0,0,4.006,12.09
16,1,90,-8.115,-8.084,0,0,0,0,0,1,0,0.045,-0.107,-3.549,-0.556,0.083,0,0,0,10.924,8.72
16,2,90,-5.493,-6.369,0,0,1,0,0,0,0,-0.276,-0.124,0.174,-1.351,0.219,0,0,0,1.126,8.57
16,3,90,-4.526,-8.601,0,0,1,0,0,0,0,0.59,-0.037,1.427,-1.226,0.488,0,1,0,0.817,9.35
16,4,90,-6.896,-7.586,0,0,0,0,1,0,0,1.277,0.028,-3.368,-0.067,0.442,0,0,0,3.543,9.98
16,5,90,-5.977,-7.565,0,0,1,0,0,0,0,-0.496,-0.339,0.438,-1.598,0.355,0,1,0,1.287,6.91
16,6,90,-5.944,-6.295,0,0,0,1,0,0,0,-0.459,0.11,-1.651,-1.709,0.593,0,0,0,1.832,10.83
16,7,90,-2.962,-3.221,0,1,0,0,0,0,1,2.585,-0.017,0.296,0.607,0.493,0,1,0,0.652,9.54
16,8,90,-2.785,-2.812,0,0,1,0,0,0,0,3.003,0.063,1.191,0.775,0.542,0,1,0,1.159,10.33
16,9,90,-7.629,-8.669,0,0,1,0,0,0,0,-2.856,-0.144,-0.006,-1.298,-0.341,0,1,0,1.475,8.4
16,10,90,-3.309,-3.155,0,0,1,0,0,0,0,1.674,-0.061,0.91,0.501,0.273,0,1,0,0.856,9.13
16,11,90,-4.365,-3.57,0,0,0,0,0,1,0,3.396,-0.024,1.46,1.709,0.323,0,0,0,6.703,9.47
16,12,90,-4.477,-7.538,0,0,1,0,0,0,0,1.204,-0.024,1.553,-0.82,0.478,0,1,0,0.918,9.47
16,13,90,-8.568,-9.198,0,0,0,0,0,1,0,-2.163,-0.045,-1.82,-2.229,-0.162,0,0,0,12.338,9.27
16,14,90,-6.603,-7.688,0,0,1,0,0,0,0,-0.388,-0.049,-1.774,-1.88,0.566,0,0,0,1.484,9.24
16,15,90,-4.749,-5.703,1,0,0,0,0,0,1,-2.52,-0.397,0.33,-1.161,-0.908,0,1,0,0.311,6.52
16,16,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.7
16,17,90,-5.044,-5.737,0,0,0,1,0,0,0,0.905,-0.006,-1.4,-1.157,0.528,0,0,0,1.613,9.64
16,18,90,-3.543,-3.895,0,0,1,0,0,0,0,2.835,-0.132,1.111,0.695,0.263,0,1,0,0.783,8.5
16,19,90,-3.733,-3.272,0,0,0,0,1,0,0,4.785,0.22,-1.06,2.161,0.574,0,0,0,4.191,12.09
17,1,90,-7.236,-6.511,0,0,0,0,0,1,0,-0.86,-0.1,-2.149,0.602,-0.446,0,0,0,9.699,8.72
17,2,90,-4.663,-4.846,0,0,1,0,0,0,0,-1.181,-0.118,1.574,-0.194,-0.31,0,0,1,0.775,8.57
17,3,90,-3.97,-7.351,0,0,1,0,0,0,0,-0.314,-0.031,2.828,-0.068,-0.04,0,0,0,0.798,9.35
17,4,90,-5.64,-5.636,0,0,0,0,1,0,0,0.372,0.035,-1.968,1.091,-0.086,0,0,0,3.731,9.98
17,5,90,-3.094,-3.988,1,0,0,0,0,0,0,-1.4,-0.333,1.838,-0.441,-0.174,0,0,0,0.327,6.91
17,6,90,-3.13,-2.787,1,0,0,0,0,0,0,-1.363,0.116,-0.251,-0.552,0.065,0,0,1,0.246,10.83
17,7,90,-3.457,-3.022,0,0,1,0,0,0,0,1.68,-0.01,1.696,1.765,-0.036,0,0,0,0.963,9.54
17,8,90,-2.082,-1.415,0,1,0,0,0,0,0,2.098,0.069,2.592,1.932,0.014,0,0,0,0.508,10.33
17,9,90,-6.538,-6.884,0,0,1,0,0,0,0,-3.761,-0.138,1.394,-0.141,-0.87,0,0,0,1.497,8.4
17,10,90,-3.625,-2.778,0,0,1,0,0,0,0,0.769,-0.054,2.31,1.659,-0.256,0,0,0,1.233,9.13
17,11,90,-3.593,-2.104,0,0,0,0,1,0,0,2.491,-0.018,2.86,2.867,-0.206,0,0,0,5.09,9.47
17,12,90,-3.819,-6.186,0,1,0,0,0,0,0,0.299,-0.018,2.954,0.337,-0.05,0,0,0,0.703,9.47
17,13,90,-8.466,-8.403,0,0,0,0,0,1,0,-3.068,-0.039,-0.42,-1.072,-0.691,0,0,0,10.829,9.27
17,14,90,-3.135,-3.526,1,0,0,0,0,0,1,-1.293,-0.042,-0.373,-0.722,0.037,0,0,1,0.259,9.24
17,15,90,-4.77,-5.031,0,0,0,1,0,0,0,-3.425,-0.391,1.73,-0.003,-1.437,0,0,0,1.86,6.52
17,16,90,-5.041,-4.347,0,0,0,1,0,0,0,-0.905,0.006,1.4,1.157,-0.528,0,0,0,1.613,9.7
17,17,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.64
17,18,90,-2.895,-2.553,0,0,1,0,0,0,0,1.931,-0.126,2.511,1.852,-0.266,0,0,0,0.892,8.5
17,19,90,-3.096,-1.941,0,0,0,0,1,0,0,3.881,0.226,0.341,3.319,0.045,0,0,0,4.285,12.09
18,1,90,-6.079,-5.696,0,0,0,0,0,1,0,-2.79,0.026,-4.66,-1.25,-0.18,1,0,0,10.769,8.72
18,2,90,-5.51,-6.035,0,0,1,0,0,0,0,-3.111,0.008,-0.937,-2.046,-0.044,0,0,0,0.769,8.57
18,3,90,-3.742,-7.465,1,0,0,0,0,0,0,-2.245,0.095,0.316,-1.92,0.225,0,1,0,0.199,9.35
18,4,90,-5.12,-5.457,0,0,0,0,1,0,0,-1.558,0.161,-4.479,-0.761,0.179,1,0,0,3.341,9.98
18,5,90,-4.792,-6.027,0,1,0,0,0,0,0,-3.331,-0.207,-0.673,-2.293,0.092,0,1,0,0.592,6.91
18,6,90,-5.002,-5.001,0,0,1,0,0,0,0,-3.294,0.242,-2.762,-2.404,0.331,0,0,0,1.133,10.83
18,7,90,-3.087,-2.994,1,0,0,0,0,0,0,-0.25,0.115,-0.815,-0.087,0.23,0,1,0,0.213,9.54
18,8,90,-2.507,-2.182,0,1,0,0,0,0,0,0.168,0.195,0.08,0.08,0.279,0,1,0,0.577,10.33
18,9,90,-6.808,-7.496,0,0,1,0,0,0,0,-5.692,-0.012,-1.117,-1.993,-0.604,0,1,0,1.486,8.4
18,10,90,-3.601,-3.094,0,0,1,0,0,0,0,-1.161,0.071,-0.202,-0.193,0.01,0,1,0,0.897,9.13
18,11,90,-3.687,-2.54,0,0,0,0,1,0,0,0.561,0.108,0.349,1.015,0.06,0,0,0,5.956,9.47
18,12,90,-3.429,-6.138,1,0,0,0,0,0,0,-1.631,0.108,0.442,-1.515,0.215,0,1,0,0.221,9.47
18,13,90,-6.538,-6.816,0,0,0,0,0,1,0,-4.999,0.087,-2.931,-2.924,-0.425,1,0,0,11.682,9.27
18,14,90,-4.391,-5.124,0,1,0,0,0,0,0,-3.224,0.083,-2.885,-2.574,0.303,0,0,0,0.718,9.24
18,15,90,-5.381,-5.984,0,0,1,0,0,0,0,-5.355,-0.265,-0.781,-1.855,-1.171,0,1,0,0.985,6.52
18,16,90,-4.461,-4.109,0,0,1,0,0,0,0,-2.835,0.132,-1.111,-0.695,-0.263,0,1,0,0.783,9.7
18,17,90,-4.254,-4.596,0,0,1,0,0,0,0,-1.931,0.126,-2.511,-1.852,0.266,0,0,0,0.892,9.64
18,18,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.5
18,19,90,-2.952,-2.139,0,0,0,0,1,0,0,1.95,0.352,-2.171,1.467,0.311,1,0,0,3.961,12.09
19,1,90,-6.873,-7.303,0,0,0,0,0,1,0,-4.74,-0.327,-2.49,-2.717,-0.491,1,0,0,9.389,8.72
19,2,90,-7.673,-9.011,0,0,0,0,1,0,0,-5.062,-0.344,1.234,-3.512,-0.355,0,0,0,4.7,8.57
19,3,90,-6.36,-10.896,0,0,0,0,1,0,0,-4.195,-0.257,2.487,-3.387,-0.086,0,0,0,4.153,9.35
19,4,90,-3.441,-4.591,0,1,0,0,0,0,1,-3.508,-0.192,-2.308,-2.228,-0.132,1,0,0,0.648,9.98
19,5,90,-7.467,-9.516,0,0,0,0,1,0,0,-5.281,-0.559,1.498,-3.76,-0.219,0,0,0,4.259,6.91
19,6,90,-7.436,-8.248,0,0,0,0,1,0,0,-5.244,-0.11,-0.592,-3.87,0.02,0,0,0,4.442,10.83
19,7,90,-5.345,-6.065,0,0,0,0,1,0,0,-2.2,-0.237,1.356,-1.554,-0.081,0,0,0,4.146,9.54
19,8,90,-4.529,-5.017,0,0,0,0,1,0,0,-1.782,-0.157,2.251,-1.386,-0.032,0,0,0,4.414,10.33
19,9,90,-8.844,-10.345,0,0,0,0,1,0,0,-7.642,-0.364,1.054,-3.459,-0.915,0,0,0,5.446,8.4
19,10,90,-5.36,-5.667,0,0,0,0,1,0,0,-3.111,-0.281,1.969,-1.66,-0.301,0,0,0,4.831,9.13
19,11,90,-3.388,-3.054,0,0,0,0,0,1,0,-1.39,-0.244,2.519,-0.452,-0.251,0,0,0,6.314,9.47
19,12,90,-6.416,-9.938,0,0,0,0,1,0,0,-3.581,-0.244,2.613,-2.981,-0.096,0,0,0,4.119,9.47
19,13,90,-7.79,-8.882,0,0,0,0,0,1,0,-6.949,-0.266,-0.76,-4.391,-0.736,1,0,0,8.347,9.27
19,14,90,-7.341,-8.887,0,0,0,0,1,0,0,-5.174,-0.269,-0.714,-4.041,-0.008,0,0,0,4.05,9.24
19,15,90,-8.209,-9.624,0,0,0,0,1,0,0,-7.305,-0.618,1.389,-3.322,-1.482,0,0,0,4.006,6.52
19,16,90,-6.787,-7.248,0,0,0,0,1,0,0,-4.785,-0.22,1.06,-2.161,-0.574,0,0,0,4.191,9.7
19,17,90,-6.294,-7.448,0,0,0,0,1,0,0,-3.881,-0.226,-0.341,-3.319,-0.045,0,0,0,4.285,9.64
19,18,90,-4.783,-5.596,0,0,0,0,1,0,0,-1.95,-0.352,2.171,-1.467,-0.311,1,0,0,3.961,8.5
19,19,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.09
